tau_i,T_i,sim_i,subj_id,loc_id,exec_t,SS_start_diff,SS_end_diff,manSS_tau_i,manSS_T_i
5113,115,0.365891081740545,idabd0c53c,left_wrist,1.12588095664978,-1,-3,5112,113
5111,114,0.373280026545782,idabd0c53c,left_hip,0.961760997772217,1,0,5112,113
5111,114,0.669482951686357,idabd0c53c,left_ankle,0.937618970870972,1,0,5112,113
5113,116,0.586325204041793,idabd0c53c,right_ankle,0.970832109451294,-1,-4,5112,113
7155,109,0.386267814840798,idabd0c53c,left_wrist,1.12588095664978,-4,-2,7151,111
7152,113,0.338145700085078,idabd0c53c,left_hip,0.961760997772217,-1,-3,7151,111
7152,110,0.66574987946686,idabd0c53c,left_ankle,0.937618970870972,-1,0,7151,111
7154,109,0.635694437838353,idabd0c53c,right_ankle,0.970832109451294,-3,-1,7151,111
10929,109,0.379031296742621,idabd0c53c,left_wrist,1.12588095664978,-3,-3,10926,109
10926,109,0.416002856982449,idabd0c53c,left_hip,0.961760997772217,0,0,10926,109
10925,109,0.744664890085554,idabd0c53c,left_ankle,0.937618970870972,1,1,10926,109
10925,109,0.645268850708744,idabd0c53c,right_ankle,0.970832109451294,1,1,10926,109
17244,108,0.437371731967877,idabd0c53c,left_wrist,1.12588095664978,-3,-3,17241,108
17244,105,0.426140665412538,idabd0c53c,left_hip,0.961760997772217,-3,0,17241,108
17241,107,0.673001886315117,idabd0c53c,left_ankle,0.937618970870972,0,1,17241,108
17241,108,0.642229231840436,idabd0c53c,right_ankle,0.970832109451294,0,0,17241,108
3854,116,0.380896042112788,idabd0c53c,left_wrist,1.12588095664978,-2,-3,3852,115
3851,117,0.367713084506441,idabd0c53c,left_hip,0.961760997772217,1,-1,3852,115
3850,117,0.636906749215652,idabd0c53c,left_ankle,0.937618970870972,2,0,3852,115
3856,113,0.632613521123369,idabd0c53c,right_ankle,0.970832109451294,-4,-2,3852,115
17033,107,0.344462501322518,idabd0c53c,left_wrist,1.12588095664978,-4,-4,17029,107
17030,106,0.462154422445213,idabd0c53c,left_hip,0.961760997772217,-1,0,17029,107
17030,106,0.767223146592494,idabd0c53c,left_ankle,0.937618970870972,-1,0,17029,107
17029,105,0.654164632679825,idabd0c53c,right_ankle,0.970832109451294,0,2,17029,107
17881,106,0.448656618213865,idabd0c53c,left_wrist,1.12588095664978,-3,-3,17878,106
17879,105,0.468777257027009,idabd0c53c,left_hip,0.961760997772217,-1,0,17878,106
17878,106,0.659001923064751,idabd0c53c,left_ankle,0.937618970870972,0,0,17878,106
17878,108,0.653521973837117,idabd0c53c,right_ankle,0.970832109451294,0,-2,17878,106
12567,110,0.293385634340145,idabd0c53c,left_wrist,1.12588095664978,-4,-4,12563,110
12564,112,0.371119600357214,idabd0c53c,left_hip,0.961760997772217,-1,-3,12563,110
12562,111,0.665052228822704,idabd0c53c,left_ankle,0.937618970870972,1,0,12563,110
12564,109,0.633050826778879,idabd0c53c,right_ankle,0.970832109451294,-1,0,12563,110
12017,112,0.369804233966684,idabd0c53c,left_wrist,1.12588095664978,-3,-4,12014,111
12015,111,0.420585953982392,idabd0c53c,left_hip,0.961760997772217,-1,-1,12014,111
12013,111,0.683846884115737,idabd0c53c,left_ankle,0.937618970870972,1,1,12014,111
12014,112,0.596583299693258,idabd0c53c,right_ankle,0.970832109451294,0,-1,12014,111
1279,109,0.378288650452582,idabd0c53c,left_wrist,1.12588095664978,-2,-3,1277,108
1277,107,0.366769565542256,idabd0c53c,left_hip,0.961760997772217,0,1,1277,108
1277,106,0.749648423088329,idabd0c53c,left_ankle,0.937618970870972,0,2,1277,108
1275,110,0.653973569093539,idabd0c53c,right_ankle,0.970832109451294,2,0,1277,108
3969,113,0.287773768152776,idabd0c53c,left_wrist,1.12588095664978,-3,-3,3966,113
3967,113,0.363271660201602,idabd0c53c,left_hip,0.961760997772217,-1,-1,3966,113
3966,113,0.729497492608656,idabd0c53c,left_ankle,0.937618970870972,0,0,3966,113
3968,115,0.587789820140446,idabd0c53c,right_ankle,0.970832109451294,-2,-4,3966,113
3400,113,0.383937522973083,idabd0c53c,left_wrist,1.12588095664978,-3,-3,3397,113
3397,113,0.372878213341194,idabd0c53c,left_hip,0.961760997772217,0,0,3397,113
3397,112,0.699948577993053,idabd0c53c,left_ankle,0.937618970870972,0,1,3397,113
3399,115,0.609035222272088,idabd0c53c,right_ankle,0.970832109451294,-2,-4,3397,113
13113,112,0.380624024561533,idabd0c53c,left_wrist,1.12588095664978,-2,-3,13111,111
13111,114,0.433295834932102,idabd0c53c,left_hip,0.961760997772217,0,-3,13111,111
13110,112,0.672253317847404,idabd0c53c,left_ankle,0.937618970870972,1,0,13111,111
13111,110,0.665611735853996,idabd0c53c,right_ankle,0.970832109451294,0,1,13111,111
7375,115,0.347928426911723,idabd0c53c,left_wrist,1.12588095664978,-3,-3,7372,115
7372,117,0.347559831244453,idabd0c53c,left_hip,0.961760997772217,0,-2,7372,115
7371,116,0.711960930937836,idabd0c53c,left_ankle,0.937618970870972,1,0,7372,115
7375,115,0.566589357358061,idabd0c53c,right_ankle,0.970832109451294,-3,-3,7372,115
14714,107,0.334267995334992,idabd0c53c,left_wrist,1.12588095664978,-4,-2,14710,109
14711,113,0.395327654856056,idabd0c53c,left_hip,0.961760997772217,-1,-5,14710,109
14710,107,0.632165640215447,idabd0c53c,left_ankle,0.937618970870972,0,2,14710,109
14711,105,0.665310410087556,idabd0c53c,right_ankle,0.970832109451294,-1,3,14710,109
9526,112,0.361635604168071,idabd0c53c,left_wrist,1.12588095664978,-3,-3,9523,112
9524,110,0.38335494321464,idabd0c53c,left_hip,0.961760997772217,-1,1,9523,112
9524,110,0.73036698482926,idabd0c53c,left_ankle,0.937618970870972,-1,1,9523,112
9525,112,0.643945404479444,idabd0c53c,right_ankle,0.970832109451294,-2,-2,9523,112
13661,103,0.397577995774893,idabd0c53c,left_wrist,1.12588095664978,-4,-2,13657,105
13659,104,0.487345983222148,idabd0c53c,left_hip,0.961760997772217,-2,-1,13657,105
13657,104,0.706046169612156,idabd0c53c,left_ankle,0.937618970870972,0,1,13657,105
13656,104,0.666011423232205,idabd0c53c,right_ankle,0.970832109451294,1,2,13657,105
18838,108,0.331956302386814,idabd0c53c,left_wrist,1.12588095664978,-2,-2,18836,108
18835,108,0.409438323426955,idabd0c53c,left_hip,0.961760997772217,1,1,18836,108
18835,108,0.703742635617295,idabd0c53c,left_ankle,0.937618970870972,1,1,18836,108
18835,108,0.668613688852169,idabd0c53c,right_ankle,0.970832109451294,1,1,18836,108
7263,113,0.310280241208952,idabd0c53c,left_wrist,1.12588095664978,-2,-3,7261,112
7264,109,0.374424268920335,idabd0c53c,left_hip,0.961760997772217,-3,0,7261,112
7261,111,0.654733842470475,idabd0c53c,left_ankle,0.937618970870972,0,1,7261,112
7262,114,0.570287376044867,idabd0c53c,right_ankle,0.970832109451294,-1,-3,7261,112
14714,107,0.334267995334992,idabd0c53c,left_wrist,1.12588095664978,-4,-2,14710,109
14711,113,0.395327654856056,idabd0c53c,left_hip,0.961760997772217,-1,-5,14710,109
14710,107,0.632165640215447,idabd0c53c,left_ankle,0.937618970870972,0,2,14710,109
14711,105,0.665310410087556,idabd0c53c,right_ankle,0.970832109451294,-1,3,14710,109
18058,95,0.251485258114662,id5993bf4a,left_wrist,1.09782814979553,-3,-7,18055,91
18061,94,0.505190477783125,id5993bf4a,left_hip,1.07848787307739,-6,-9,18055,91
18053,94,0.842043964750416,id5993bf4a,left_ankle,1.0615451335907,2,-1,18055,91
18053,92,0.67175845927355,id5993bf4a,right_ankle,1.09071183204651,2,1,18055,91
4112,98,0.214358108998935,id5993bf4a,left_wrist,1.09782814979553,0,-1,4112,97
4111,98,0.359266270797572,id5993bf4a,left_hip,1.07848787307739,1,0,4112,97
4108,98,0.685108650630847,id5993bf4a,left_ankle,1.0615451335907,4,3,4112,97
4108,99,0.671730870912993,id5993bf4a,right_ankle,1.09071183204651,4,2,4112,97
12551,98,0.214711375579865,id5993bf4a,left_wrist,1.09782814979553,0,-2,12551,96
12552,100,0.485493882885549,id5993bf4a,left_hip,1.07848787307739,-1,-5,12551,96
12549,97,0.72896110947134,id5993bf4a,left_ankle,1.0615451335907,2,1,12551,96
12550,96,0.724230891904784,id5993bf4a,right_ankle,1.09071183204651,1,1,12551,96
2495,113,0.174082563882336,id5993bf4a,left_wrist,1.09782814979553,-8,-27,2487,94
2486,96,0.34876154024093,id5993bf4a,left_hip,1.07848787307739,1,-1,2487,94
2484,96,0.903028531870649,id5993bf4a,left_ankle,1.0615451335907,3,1,2487,94
2483,97,0.779603486551241,id5993bf4a,right_ankle,1.09071183204651,4,1,2487,94
5172,97,0.193401919290549,id5993bf4a,left_wrist,1.09782814979553,-1,-3,5171,95
5172,97,0.338170713417439,id5993bf4a,left_hip,1.07848787307739,-1,-3,5171,95
5168,95,0.864727521355074,id5993bf4a,left_ankle,1.0615451335907,3,3,5171,95
5169,95,0.759809229896057,id5993bf4a,right_ankle,1.09071183204651,2,2,5171,95
7464,98,0.22799105524485,id5993bf4a,left_wrist,1.09782814979553,-2,-2,7462,98
7463,98,0.378058328499368,id5993bf4a,left_hip,1.07848787307739,-1,-1,7462,98
7460,99,0.899143537712983,id5993bf4a,left_ankle,1.0615451335907,2,1,7462,98
7460,98,0.760426624466347,id5993bf4a,right_ankle,1.09071183204651,2,2,7462,98
392,95,0.234406922180193,id5993bf4a,left_wrist,1.09782814979553,-5,-4,387,96
392,95,0.436412730712031,id5993bf4a,left_hip,1.07848787307739,-5,-4,387,96
385,96,0.717562185806128,id5993bf4a,left_ankle,1.0615451335907,2,2,387,96
387,95,0.687887569206595,id5993bf4a,right_ankle,1.09071183204651,0,1,387,96
7367,98,0.204360750896529,id5993bf4a,left_wrist,1.09782814979553,-1,-2,7366,97
7368,96,0.369199049247533,id5993bf4a,left_hip,1.07848787307739,-2,-1,7366,97
7363,98,0.737798139733783,id5993bf4a,left_ankle,1.0615451335907,3,2,7366,97
7364,97,0.738277266794567,id5993bf4a,right_ankle,1.09071183204651,2,2,7366,97
16740,95,0.240378647470695,id5993bf4a,left_wrist,1.09782814979553,-3,-2,16737,96
16742,96,0.512270636332783,id5993bf4a,left_hip,1.07848787307739,-5,-5,16737,96
16735,96,0.779257325168357,id5993bf4a,left_ankle,1.0615451335907,2,2,16737,96
16735,95,0.765980721409185,id5993bf4a,right_ankle,1.09071183204651,2,3,16737,96
6606,97,0.274058477078413,id5993bf4a,left_wrist,1.09782814979553,-3,-2,6603,98
6606,96,0.413461885019937,id5993bf4a,left_hip,1.07848787307739,-3,-1,6603,98
6601,98,0.902110629853293,id5993bf4a,left_ankle,1.0615451335907,2,2,6603,98
6602,98,0.705328865464687,id5993bf4a,right_ankle,1.09071183204651,1,1,6603,98
9302,95,0.250690361351497,id5993bf4a,left_wrist,1.09782814979553,-5,-11,9297,89
9303,95,0.560422097009266,id5993bf4a,left_hip,1.07848787307739,-6,-12,9297,89
9296,88,0.88742421083561,id5993bf4a,left_ankle,1.0615451335907,1,2,9297,89
9298,90,0.743085572277176,id5993bf4a,right_ankle,1.09071183204651,-1,-2,9297,89
11584,98,0.240035429179778,id5993bf4a,left_wrist,1.09782814979553,-1,3,11583,102
11588,95,0.402520755414329,id5993bf4a,left_hip,1.07848787307739,-5,2,11583,102
11581,103,0.787591991729973,id5993bf4a,left_ankle,1.0615451335907,2,1,11583,102
11580,98,0.744748885250243,id5993bf4a,right_ankle,1.09071183204651,3,7,11583,102
9483,96,0.231555215522094,id5993bf4a,left_wrist,1.09782814979553,-5,-5,9478,96
9485,94,0.488697794026217,id5993bf4a,left_hip,1.07848787307739,-7,-5,9478,96
9477,100,0.857137616704705,id5993bf4a,left_ankle,1.0615451335907,1,-3,9478,96
9478,96,0.785664677573144,id5993bf4a,right_ankle,1.09071183204651,0,0,9478,96
3626,94,0.194300440174156,id5993bf4a,left_wrist,1.09782814979553,1,4,3627,97
3632,94,0.394246092666148,id5993bf4a,left_hip,1.07848787307739,-5,-2,3627,97
3626,96,0.719412738101299,id5993bf4a,left_ankle,1.0615451335907,1,2,3627,97
3626,96,0.719037667551589,id5993bf4a,right_ankle,1.09071183204651,1,2,3627,97
15881,98,0.29483256307344,id5993bf4a,left_wrist,1.09782814979553,-2,-1,15879,99
15884,96,0.493509810564295,id5993bf4a,left_hip,1.07848787307739,-5,-2,15879,99
15878,97,0.865292999485115,id5993bf4a,left_ankle,1.0615451335907,1,3,15879,99
15878,97,0.708174650615993,id5993bf4a,right_ankle,1.09071183204651,1,3,15879,99
12935,102,0.313263695067309,id5993bf4a,left_wrist,1.09782814979553,1,-4,12936,97
12939,98,0.508185986742864,id5993bf4a,left_hip,1.07848787307739,-3,-4,12936,97
12935,97,0.84339530355854,id5993bf4a,left_ankle,1.0615451335907,1,1,12936,97
12935,97,0.770401426660807,id5993bf4a,right_ankle,1.09071183204651,1,1,12936,97
15311,97,0.254960169325074,id5993bf4a,left_wrist,1.09782814979553,-1,-1,15310,97
15313,96,0.518771741017525,id5993bf4a,left_hip,1.07848787307739,-3,-2,15310,97
15306,98,0.85989177761233,id5993bf4a,left_ankle,1.0615451335907,4,3,15310,97
15306,97,0.735193291105637,id5993bf4a,right_ankle,1.09071183204651,4,4,15310,97
2191,103,0.205721130407017,id5993bf4a,left_wrist,1.09782814979553,5,-1,2196,97
2196,99,0.370211321475153,id5993bf4a,left_hip,1.07848787307739,0,-2,2196,97
2194,98,0.895665191716698,id5993bf4a,left_ankle,1.0615451335907,2,1,2196,97
2194,98,0.767799665032555,id5993bf4a,right_ankle,1.09071183204651,2,1,2196,97
13903,97,0.241405298867759,id5993bf4a,left_wrist,1.09782814979553,-4,-3,13899,98
13904,96,0.431710419851008,id5993bf4a,left_hip,1.07848787307739,-5,-3,13899,98
13898,97,0.72508743373761,id5993bf4a,left_ankle,1.0615451335907,1,2,13899,98
13899,97,0.734828087381774,id5993bf4a,right_ankle,1.09071183204651,0,1,13899,98
8034,122,0.205839683293025,id5993bf4a,left_wrist,1.09782814979553,-6,-28,8028,100
8029,98,0.302690377066966,id5993bf4a,left_hip,1.07848787307739,-1,1,8028,100
8026,100,0.796297025382665,id5993bf4a,left_ankle,1.0615451335907,2,2,8028,100
8025,100,0.710627083018418,id5993bf4a,right_ankle,1.09071183204651,3,3,8028,100
13845,100,0.189761661159871,idd80ac2b4,left_wrist,0.850306987762451,-2,-1,13843,101
13841,100,0.346884424132213,idd80ac2b4,left_hip,0.838832139968872,2,3,13843,101
13841,101,0.799532357748926,idd80ac2b4,left_ankle,1.00381994247437,2,2,13843,101
13841,100,0.693077289977775,idd80ac2b4,right_ankle,0.842326164245605,2,3,13843,101
10917,96,0.177114785638873,idd80ac2b4,left_wrist,0.850306987762451,0,3,10917,99
10913,98,0.32114981001331,idd80ac2b4,left_hip,0.838832139968872,4,5,10917,99
10915,97,0.786795561545409,idd80ac2b4,left_ankle,1.00381994247437,2,4,10917,99
10915,97,0.72579121753723,idd80ac2b4,right_ankle,0.842326164245605,2,4,10917,99
13154,101,0.209615706392466,idd80ac2b4,left_wrist,0.850306987762451,0,-1,13154,100
13149,101,0.347163511280961,idd80ac2b4,left_hip,0.838832139968872,5,4,13154,100
13152,100,0.801080892171086,idd80ac2b4,left_ankle,1.00381994247437,2,2,13154,100
13151,99,0.765067269865959,idd80ac2b4,right_ankle,0.842326164245605,3,4,13154,100
9355,103,0.146240647500069,idd80ac2b4,left_wrist,0.850306987762451,6,2,9361,99
9356,99,0.227720120344862,idd80ac2b4,left_hip,0.838832139968872,5,5,9361,99
9358,99,0.819905287656557,idd80ac2b4,left_ankle,1.00381994247437,3,3,9361,99
9358,100,0.682075173132883,idd80ac2b4,right_ankle,0.842326164245605,3,2,9361,99
8865,105,0.139372032916449,idd80ac2b4,left_wrist,0.850306987762451,3,-3,8868,99
8862,101,0.315634203837138,idd80ac2b4,left_hip,0.838832139968872,6,4,8868,99
8866,100,0.707104727395328,idd80ac2b4,left_ankle,1.00381994247437,2,1,8868,99
8864,99,0.745593161064362,idd80ac2b4,right_ankle,0.842326164245605,4,4,8868,99
13254,54,0.153356581384398,idd80ac2b4,left_wrist,0.850306987762451,-1,43,13253,98
13249,97,0.295479279122366,idd80ac2b4,left_hip,0.838832139968872,4,5,13253,98
13251,98,0.764548825192707,idd80ac2b4,left_ankle,1.00381994247437,2,2,13253,98
13249,99,0.783098944577768,idd80ac2b4,right_ankle,0.842326164245605,4,3,13253,98
563,100,0.169303875194918,idd80ac2b4,left_wrist,0.850306987762451,6,4,569,98
562,98,0.310408526822481,idd80ac2b4,left_hip,0.838832139968872,7,7,569,98
565,98,0.696843734743618,idd80ac2b4,left_ankle,1.00381994247437,4,4,569,98
565,99,0.73652820450341,idd80ac2b4,right_ankle,0.842326164245605,4,3,569,98
8077,96,0.147132271006671,idd80ac2b4,left_wrist,0.850306987762451,4,7,8081,99
8075,98,0.201579402637385,idd80ac2b4,left_hip,0.838832139968872,6,7,8081,99
8078,98,0.796231370804738,idd80ac2b4,left_ankle,1.00381994247437,3,4,8081,99
8078,98,0.738463786589712,idd80ac2b4,right_ankle,0.842326164245605,3,4,8081,99
12375,96,0.174260188955294,idd80ac2b4,left_wrist,0.850306987762451,-2,-1,12373,97
12369,97,0.309361571589002,idd80ac2b4,left_hip,0.838832139968872,4,4,12373,97
12370,98,0.834563676994549,idd80ac2b4,left_ankle,1.00381994247437,3,2,12373,97
12371,97,0.819669965473446,idd80ac2b4,right_ankle,0.842326164245605,2,2,12373,97
11691,103,0.199128064727315,idd80ac2b4,left_wrist,0.850306987762451,4,0,11695,99
11690,98,0.250478533518589,idd80ac2b4,left_hip,0.838832139968872,5,6,11695,99
11693,97,0.726053962872802,idd80ac2b4,left_ankle,1.00381994247437,2,4,11695,99
11693,101,0.690355600220203,idd80ac2b4,right_ankle,0.842326164245605,2,0,11695,99
8077,96,0.147132271006671,idd80ac2b4,left_wrist,0.850306987762451,4,7,8081,99
8075,98,0.201579402637385,idd80ac2b4,left_hip,0.838832139968872,6,7,8081,99
8078,98,0.796231370804738,idd80ac2b4,left_ankle,1.00381994247437,3,4,8081,99
8078,98,0.738463786589712,idd80ac2b4,right_ankle,0.842326164245605,3,4,8081,99
14443,98,0.217835788212935,idd80ac2b4,left_wrist,0.850306987762451,-3,-1,14440,100
14437,100,0.326711396031357,idd80ac2b4,left_hip,0.838832139968872,3,3,14440,100
14438,99,0.687841166367858,idd80ac2b4,left_ankle,1.00381994247437,2,3,14440,100
14437,100,0.719912068339755,idd80ac2b4,right_ankle,0.842326164245605,3,3,14440,100
7503,87,0.124750254823764,idd80ac2b4,left_wrist,0.850306987762451,-7,6,7496,100
7489,99,0.199819143804418,idd80ac2b4,left_hip,0.838832139968872,7,8,7496,100
7492,100,0.6741038715892,idd80ac2b4,left_ankle,1.00381994247437,4,4,7496,100
7492,100,0.595483706105,idd80ac2b4,right_ankle,0.842326164245605,4,4,7496,100
4187,135,0.148380685540204,idd80ac2b4,left_wrist,0.850306987762451,-4,-39,4183,100
4177,100,0.25430970974543,idd80ac2b4,left_hip,0.838832139968872,6,6,4183,100
4179,101,0.672278995460932,idd80ac2b4,left_ankle,1.00381994247437,4,3,4183,100
4178,101,0.64091807097194,idd80ac2b4,right_ankle,0.842326164245605,5,4,4183,100
1246,103,0.13990227005704,idd80ac2b4,left_wrist,0.850306987762451,9,4,1255,98
1247,100,0.262023607881927,idd80ac2b4,left_hip,0.838832139968872,8,6,1255,98
1251,99,0.710935189096371,idd80ac2b4,left_ankle,1.00381994247437,4,3,1255,98
1250,101,0.712453645139601,idd80ac2b4,right_ankle,0.842326164245605,5,2,1255,98
1739,99,0.118677982881515,idd80ac2b4,left_wrist,0.850306987762451,5,5,1744,99
1738,99,0.275242443392323,idd80ac2b4,left_hip,0.838832139968872,6,6,1744,99
1740,99,0.802276382354406,idd80ac2b4,left_ankle,1.00381994247437,4,4,1744,99
1741,99,0.675141541852572,idd80ac2b4,right_ankle,0.842326164245605,3,3,1744,99
5561,92,0.154051929055746,idd80ac2b4,left_wrist,0.850306987762451,-2,4,5559,98
5554,98,0.269373808761777,idd80ac2b4,left_hip,0.838832139968872,5,5,5559,98
5556,97,0.738927872334389,idd80ac2b4,left_ankle,1.00381994247437,3,4,5559,98
5557,97,0.75455911824205,idd80ac2b4,right_ankle,0.842326164245605,2,3,5559,98
8673,92,0.108263862184371,idd80ac2b4,left_wrist,0.850306987762451,-4,6,8669,102
8666,100,0.330889091242133,idd80ac2b4,left_hip,0.838832139968872,3,5,8669,102
8668,100,0.789397483716415,idd80ac2b4,left_ankle,1.00381994247437,1,3,8669,102
8667,100,0.695041955320545,idd80ac2b4,right_ankle,0.842326164245605,2,4,8669,102
11107,101,0.191641262932017,idd80ac2b4,left_wrist,0.850306987762451,6,3,11113,98
11108,98,0.298597653240866,idd80ac2b4,left_hip,0.838832139968872,5,5,11113,98
11110,98,0.728717083790841,idd80ac2b4,left_ankle,1.00381994247437,3,3,11113,98
11110,98,0.713865252913249,idd80ac2b4,right_ankle,0.842326164245605,3,3,11113,98
6811,98,0.18711490883306,idd80ac2b4,left_wrist,0.850306987762451,6,6,6817,98
6811,98,0.289231458797581,idd80ac2b4,left_hip,0.838832139968872,6,6,6817,98
6813,98,0.805363581339707,idd80ac2b4,left_ankle,1.00381994247437,4,4,6817,98
6813,98,0.731537232744432,idd80ac2b4,right_ankle,0.842326164245605,4,4,6817,98
16136,102,0.341982746777309,id82b9735c,left_wrist,0.859354972839355,1,2,16137,103
16138,102,0.481005343733662,id82b9735c,left_hip,0.872102975845337,-1,0,16137,103
16137,102,0.852823057136269,id82b9735c,left_ankle,0.856471061706543,0,1,16137,103
16135,102,0.816109521405606,id82b9735c,right_ankle,0.882485151290894,2,3,16137,103
5150,111,0.314810658249709,id82b9735c,left_wrist,0.859354972839355,4,1,5154,108
5152,109,0.361581326732736,id82b9735c,left_hip,0.872102975845337,2,1,5154,108
5150,108,0.724873223915947,id82b9735c,left_ankle,0.856471061706543,4,4,5154,108
5152,108,0.679650843342472,id82b9735c,right_ankle,0.882485151290894,2,2,5154,108
8042,105,0.309559960466338,id82b9735c,left_wrist,0.859354972839355,0,1,8042,106
8040,106,0.375916041795676,id82b9735c,left_hip,0.872102975845337,2,2,8042,106
8041,104,0.71460077000124,id82b9735c,left_ankle,0.856471061706543,1,3,8042,106
8038,107,0.742985947495511,id82b9735c,right_ankle,0.882485151290894,4,3,8042,106
5831,106,0.276801177259527,id82b9735c,left_wrist,0.859354972839355,0,2,5831,108
5830,108,0.374001832660963,id82b9735c,left_hip,0.872102975845337,1,1,5831,108
5831,108,0.750515529418549,id82b9735c,left_ankle,0.856471061706543,0,0,5831,108
5829,108,0.784800317390394,id82b9735c,right_ankle,0.882485151290894,2,2,5831,108
11481,105,0.270547373985367,id82b9735c,left_wrist,0.859354972839355,1,2,11482,106
11480,106,0.400696439132587,id82b9735c,left_hip,0.872102975845337,2,2,11482,106
11481,106,0.74756416792014,id82b9735c,left_ankle,0.856471061706543,1,1,11482,106
11479,104,0.694853569601904,id82b9735c,right_ankle,0.882485151290894,3,5,11482,106
4622,109,0.316225212520623,id82b9735c,left_wrist,0.859354972839355,4,4,4626,109
4624,108,0.366733233163312,id82b9735c,left_hip,0.872102975845337,2,3,4626,109
4625,108,0.74274629592367,id82b9735c,left_ankle,0.856471061706543,1,2,4626,109
4624,107,0.709172574891961,id82b9735c,right_ankle,0.882485151290894,2,4,4626,109
8471,98,0.23161136112571,id82b9735c,left_wrist,0.859354972839355,-2,7,8469,107
8469,106,0.403787677318529,id82b9735c,left_hip,0.872102975845337,0,1,8469,107
8468,108,0.837940571602605,id82b9735c,left_ankle,0.856471061706543,1,0,8469,107
8468,103,0.77717879547408,id82b9735c,right_ankle,0.882485151290894,1,5,8469,107
13429,102,0.297863781623548,id82b9735c,left_wrist,0.859354972839355,1,-2,13430,99
13429,102,0.473525896252408,id82b9735c,left_hip,0.872102975845337,1,-2,13430,99
13429,101,0.796861785153181,id82b9735c,left_ankle,0.856471061706543,1,-1,13430,99
13426,102,0.784238778072596,id82b9735c,right_ankle,0.882485151290894,4,1,13430,99
1521,111,0.348067971525263,id82b9735c,left_wrist,0.859354972839355,2,-2,1523,107
1520,108,0.388768316325102,id82b9735c,left_hip,0.872102975845337,3,2,1523,107
1522,104,0.742768483391711,id82b9735c,left_ankle,0.856471061706543,1,4,1523,107
1519,109,0.691358543414841,id82b9735c,right_ankle,0.882485151290894,4,2,1523,107
15330,101,0.427590378701802,id82b9735c,left_wrist,0.859354972839355,2,1,15332,100
15331,100,0.476433550628902,id82b9735c,left_hip,0.872102975845337,1,1,15332,100
15331,100,0.871087363695213,id82b9735c,left_ankle,0.856471061706543,1,1,15332,100
15328,102,0.800525512260957,id82b9735c,right_ankle,0.882485151290894,4,2,15332,100
5936,105,0.297022413084296,id82b9735c,left_wrist,0.859354972839355,2,4,5938,107
5937,107,0.36594561378364,id82b9735c,left_hip,0.872102975845337,1,1,5938,107
5938,107,0.796164717630093,id82b9735c,left_ankle,0.856471061706543,0,0,5938,107
5936,107,0.750764684332647,id82b9735c,right_ankle,0.882485151290894,2,2,5938,107
14727,103,0.392973586102339,id82b9735c,left_wrist,0.859354972839355,2,0,14729,101
14729,100,0.471901866351009,id82b9735c,left_hip,0.872102975845337,0,1,14729,101
14728,103,0.847902155039595,id82b9735c,left_ankle,0.856471061706543,1,-1,14729,101
14726,103,0.804761945689026,id82b9735c,right_ankle,0.882485151290894,3,1,14729,101
6147,108,0.316984687609153,id82b9735c,left_wrist,0.859354972839355,2,1,6149,107
6148,106,0.369232581710731,id82b9735c,left_hip,0.872102975845337,1,2,6149,107
6149,107,0.775391087675023,id82b9735c,left_ankle,0.856471061706543,0,0,6149,107
6147,106,0.766323487206417,id82b9735c,right_ankle,0.882485151290894,2,3,6149,107
5936,105,0.297022413084296,id82b9735c,left_wrist,0.859354972839355,2,4,5938,107
5937,107,0.36594561378364,id82b9735c,left_hip,0.872102975845337,1,1,5938,107
5938,107,0.796164717630093,id82b9735c,left_ankle,0.856471061706543,0,0,5938,107
5936,107,0.750764684332647,id82b9735c,right_ankle,0.882485151290894,2,2,5938,107
8361,111,0.332178105863093,id82b9735c,left_wrist,0.859354972839355,2,-1,8363,108
8361,109,0.379637905798793,id82b9735c,left_hip,0.872102975845337,2,1,8363,108
8362,107,0.647242945527981,id82b9735c,left_ankle,0.856471061706543,1,2,8363,108
8360,109,0.676416935083976,id82b9735c,right_ankle,0.882485151290894,3,2,8363,108
15733,103,0.386848771598747,id82b9735c,left_wrist,0.859354972839355,0,-1,15733,102
15734,101,0.471977400633789,id82b9735c,left_hip,0.872102975845337,-1,0,15733,102
15733,102,0.779764309011635,id82b9735c,left_ankle,0.856471061706543,0,0,15733,102
15728,106,0.745557000125437,id82b9735c,right_ankle,0.882485151290894,5,1,15733,102
15131,102,0.32755554032249,id82b9735c,left_wrist,0.859354972839355,0,0,15131,102
15132,101,0.493741498360726,id82b9735c,left_hip,0.872102975845337,-1,0,15131,102
15131,101,0.766672731356339,id82b9735c,left_ankle,0.856471061706543,0,1,15131,102
15129,98,0.815423952638494,id82b9735c,right_ankle,0.882485151290894,2,6,15131,102
6875,103,0.358331607262862,id82b9735c,left_wrist,0.859354972839355,2,5,6877,106
6875,106,0.367466081875691,id82b9735c,left_hip,0.872102975845337,2,2,6877,106
6877,106,0.817029340258699,id82b9735c,left_ankle,0.856471061706543,0,0,6877,106
6873,107,0.698807813513159,id82b9735c,right_ankle,0.882485151290894,4,3,6877,106
13731,101,0.25089006100942,id82b9735c,left_wrist,0.859354972839355,-1,-1,13730,101
13732,99,0.468826369956241,id82b9735c,left_hip,0.872102975845337,-2,0,13730,101
