tau_i,T_i,sim_i,subj_id,loc_id,exec_t,SS_start_diff,SS_end_diff,manSS_tau_i,manSS_T_i
11304,98,0.20464739979816,id4ea159a8,left_wrist,1.01547694206238,2,-1,11306,95
11303,97,0.331732438986878,id4ea159a8,left_hip,1.00612783432007,3,1,11306,95
11304,96,0.804012437455797,id4ea159a8,left_ankle,0.979902982711792,2,1,11306,95
11303,96,0.718613562373262,id4ea159a8,right_ankle,0.982290983200073,3,2,11306,95
10349,97,0.184755986589599,id4ea159a8,left_wrist,1.01547694206238,-3,-3,10346,97
10346,97,0.373057827757341,id4ea159a8,left_hip,1.00612783432007,0,0,10346,97
10345,97,0.793425734770295,id4ea159a8,left_ankle,0.979902982711792,1,1,10346,97
10345,96,0.790525731676495,id4ea159a8,right_ankle,0.982290983200073,1,2,10346,97
6091,95,0.200763324186105,id4ea159a8,left_wrist,1.01547694206238,2,1,6093,94
6093,94,0.379477565270695,id4ea159a8,left_hip,1.00612783432007,0,0,6093,94
6091,95,0.882757714629314,id4ea159a8,left_ankle,0.979902982711792,2,1,6093,94
6091,95,0.810062949301827,id4ea159a8,right_ankle,0.982290983200073,2,1,6093,94
8450,97,0.202626139684859,id4ea159a8,left_wrist,1.01547694206238,1,0,8451,96
8451,96,0.346692961406949,id4ea159a8,left_hip,1.00612783432007,0,0,8451,96
8451,95,0.717402250803135,id4ea159a8,left_ankle,0.979902982711792,0,1,8451,96
8448,97,0.710330037983639,id4ea159a8,right_ankle,0.982290983200073,3,2,8451,96
9213,96,0.185990312329392,id4ea159a8,left_wrist,1.01547694206238,-1,1,9212,98
9215,95,0.332754185714015,id4ea159a8,left_hip,1.00612783432007,-3,0,9212,98
9212,97,0.762346723884086,id4ea159a8,left_ankle,0.979902982711792,0,1,9212,98
9211,97,0.738407544670498,id4ea159a8,right_ankle,0.982290983200073,1,2,9212,98
3338,92,0.218942293513671,id4ea159a8,left_wrist,1.01547694206238,-3,1,3335,96
3337,93,0.389310193588579,id4ea159a8,left_hip,1.00612783432007,-2,1,3335,96
3335,95,0.833576841370385,id4ea159a8,left_ankle,0.979902982711792,0,1,3335,96
3335,94,0.739717569764472,id4ea159a8,right_ankle,0.982290983200073,0,2,3335,96
9688,100,0.184747048325157,id4ea159a8,left_wrist,1.01547694206238,-1,-5,9687,96
9688,96,0.379211718331767,id4ea159a8,left_hip,1.00612783432007,-1,-1,9687,96
9687,95,0.786952009169479,id4ea159a8,left_ankle,0.979902982711792,0,1,9687,96
9687,94,0.786608868699011,id4ea159a8,right_ankle,0.982290983200073,0,2,9687,96
1443,97,0.176666892573409,id4ea159a8,left_wrist,1.01547694206238,0,-1,1443,96
1443,96,0.397652241465945,id4ea159a8,left_hip,1.00612783432007,0,0,1443,96
1442,96,0.864126584469974,id4ea159a8,left_ankle,0.979902982711792,1,1,1443,96
1442,95,0.821706619290719,id4ea159a8,right_ankle,0.982290983200073,1,2,1443,96
5234,94,0.170523238388133,id4ea159a8,left_wrist,1.01547694206238,-1,0,5233,95
5233,95,0.409743360292959,id4ea159a8,left_hip,1.00612783432007,0,0,5233,95
5232,95,0.800839764030499,id4ea159a8,left_ankle,0.979902982711792,1,1,5233,95
5230,96,0.862944332425902,id4ea159a8,right_ankle,0.982290983200073,3,2,5233,95
4001,95,0.187136733513771,id4ea159a8,left_wrist,1.01547694206238,-2,-1,3999,96
4000,95,0.346998510369218,id4ea159a8,left_hip,1.00612783432007,-1,0,3999,96
3997,97,0.798019000916712,id4ea159a8,left_ankle,0.979902982711792,2,1,3999,96
3997,96,0.81655973803614,id4ea159a8,right_ankle,0.982290983200073,2,2,3999,96
6022,116,0.229787275494,idc91a49d0,left_wrist,1.0969409942627,1,0,6023,115
6024,113,0.265989537278674,idc91a49d0,left_hip,1.07951521873474,-1,1,6023,115
6022,114,0.559697657347585,idc91a49d0,left_ankle,1.07094788551331,1,2,6023,115
6018,115,0.59955293081678,idc91a49d0,right_ankle,1.11213994026184,5,5,6023,115
18683,110,0.184200955784364,idc91a49d0,left_wrist,1.0969409942627,-3,-4,18680,109
18680,110,0.312896810360438,idc91a49d0,left_hip,1.07951521873474,0,-1,18680,109
18681,109,0.617733871948152,idc91a49d0,left_ankle,1.07094788551331,-1,-1,18680,109
18681,108,0.729423001748011,idc91a49d0,right_ankle,1.11213994026184,-1,0,18680,109
9342,115,0.201035099058786,idc91a49d0,left_wrist,1.0969409942627,2,5,9344,118
9345,117,0.240361657741549,idc91a49d0,left_hip,1.07951521873474,-1,0,9344,118
9342,117,0.536884447135968,idc91a49d0,left_ankle,1.07094788551331,2,3,9344,118
9342,114,0.555744841562695,idc91a49d0,right_ankle,1.11213994026184,2,6,9344,118
16279,108,0.193496605427674,idc91a49d0,left_wrist,1.0969409942627,-5,-2,16274,111
16274,111,0.304583106039853,idc91a49d0,left_hip,1.07951521873474,0,0,16274,111
16273,112,0.736133003386941,idc91a49d0,left_ankle,1.07094788551331,1,0,16274,111
16275,108,0.719752916040512,idc91a49d0,right_ankle,1.11213994026184,-1,2,16274,111
18465,110,0.243687639177049,idc91a49d0,left_wrist,1.0969409942627,-4,-3,18461,111
18462,110,0.299967711860934,idc91a49d0,left_hip,1.07951521873474,-1,0,18461,111
18462,110,0.692108262014007,idc91a49d0,left_ankle,1.07094788551331,-1,0,18461,111
18462,109,0.72289381565354,idc91a49d0,right_ankle,1.11213994026184,-1,1,18461,111
8681,110,0.247736993822117,idc91a49d0,left_wrist,1.0969409942627,-2,-1,8679,111
8679,111,0.275459862257485,idc91a49d0,left_hip,1.07951521873474,0,0,8679,111
8677,112,0.68222402088934,idc91a49d0,left_ankle,1.07094788551331,2,1,8679,111
8677,111,0.656231617964335,idc91a49d0,right_ankle,1.11213994026184,2,2,8679,111
1379,109,0.1598477770331,idc91a49d0,left_wrist,1.0969409942627,0,5,1379,114
1379,113,0.267351233417803,idc91a49d0,left_hip,1.07951521873474,0,1,1379,114
1377,113,0.634312175906495,idc91a49d0,left_ankle,1.07094788551331,2,3,1379,114
1377,112,0.688598993280663,idc91a49d0,right_ankle,1.11213994026184,2,4,1379,114
7037,112,0.16721436713045,idc91a49d0,left_wrist,1.0969409942627,-1,-2,7036,111
7036,111,0.282712080891161,idc91a49d0,left_hip,1.07951521873474,0,0,7036,111
7034,112,0.638950875243098,idc91a49d0,left_ankle,1.07094788551331,2,1,7036,111
7035,111,0.669262812776339,idc91a49d0,right_ankle,1.11213994026184,1,1,7036,111
15088,110,0.236961175390409,idc91a49d0,left_wrist,1.0969409942627,-4,-3,15084,111
15086,109,0.297400226489772,idc91a49d0,left_hip,1.07951521873474,-2,0,15084,111
15085,110,0.649148893609718,idc91a49d0,left_ankle,1.07094788551331,-1,0,15084,111
15084,110,0.663734009142917,idc91a49d0,right_ankle,1.11213994026184,0,1,15084,111
7037,112,0.16721436713045,idc91a49d0,left_wrist,1.0969409942627,-1,-2,7036,111
7036,111,0.282712080891161,idc91a49d0,left_hip,1.07951521873474,0,0,7036,111
7034,112,0.638950875243098,idc91a49d0,left_ankle,1.07094788551331,2,1,7036,111
7035,111,0.669262812776339,idc91a49d0,right_ankle,1.11213994026184,1,1,7036,111
13218,111,0.23505691950069,idc91a49d0,left_wrist,1.0969409942627,-3,-3,13215,111
13216,110,0.282837543977103,idc91a49d0,left_hip,1.07951521873474,-1,0,13215,111
13215,109,0.640823873306128,idc91a49d0,left_ankle,1.07094788551331,0,2,13215,111
13214,111,0.652947323846694,idc91a49d0,right_ankle,1.11213994026184,1,1,13215,111
17592,111,0.189891356770337,idc91a49d0,left_wrist,1.0969409942627,-2,-5,17590,108
17590,109,0.303251495390005,idc91a49d0,left_hip,1.07951521873474,0,-1,17590,108
17590,110,0.633723550894666,idc91a49d0,left_ankle,1.07094788551331,0,-2,17590,108
17590,110,0.721265135847126,idc91a49d0,right_ankle,1.11213994026184,0,-2,17590,108
17919,111,0.250389021011187,idc91a49d0,left_wrist,1.0969409942627,-2,-3,17917,110
17917,110,0.31457047337718,idc91a49d0,left_hip,1.07951521873474,0,0,17917,110
17916,110,0.732932027129476,idc91a49d0,left_ankle,1.07094788551331,1,1,17917,110
17916,112,0.727233676482792,idc91a49d0,right_ankle,1.11213994026184,1,-1,17917,110
8241,111,0.237919652493114,idc91a49d0,left_wrist,1.0969409942627,-1,-2,8240,110
8240,110,0.295302347319135,idc91a49d0,left_hip,1.07951521873474,0,0,8240,110
8239,110,0.671034933595402,idc91a49d0,left_ankle,1.07094788551331,1,1,8240,110
8238,111,0.732116256047385,idc91a49d0,right_ankle,1.11213994026184,2,1,8240,110
8022,111,0.168603315624726,idc91a49d0,left_wrist,1.0969409942627,-2,-2,8020,111
8020,111,0.281286449955556,idc91a49d0,left_hip,1.07951521873474,0,0,8020,111
8017,113,0.652009656592243,idc91a49d0,left_ankle,1.07094788551331,3,1,8020,111
8018,111,0.65008139830642,idc91a49d0,right_ankle,1.11213994026184,2,2,8020,111
18683,110,0.184200955784364,idc91a49d0,left_wrist,1.0969409942627,-3,-4,18680,109
18680,110,0.312896810360438,idc91a49d0,left_hip,1.07951521873474,0,-1,18680,109
18681,109,0.617733871948152,idc91a49d0,left_ankle,1.07094788551331,-1,-1,18680,109
18681,108,0.729423001748011,idc91a49d0,right_ankle,1.11213994026184,-1,0,18680,109
13437,112,0.227769528830219,idc91a49d0,left_wrist,1.0969409942627,-1,-3,13436,110
13436,111,0.284735702812079,idc91a49d0,left_hip,1.07951521873474,0,-1,13436,110
13436,110,0.646046616900552,idc91a49d0,left_ankle,1.07094788551331,0,0,13436,110
13434,111,0.710668905280127,idc91a49d0,right_ankle,1.11213994026184,2,1,13436,110
15524,107,0.179332527871236,idc91a49d0,left_wrist,1.0969409942627,-5,-4,15519,108
15519,109,0.315227249317662,idc91a49d0,left_hip,1.07951521873474,0,-1,15519,108
15519,109,0.692210486408487,idc91a49d0,left_ankle,1.07094788551331,0,-1,15519,108
15518,110,0.737168346464344,idc91a49d0,right_ankle,1.11213994026184,1,-1,15519,108
12668,111,0.204097018453074,idc91a49d0,left_wrist,1.0969409942627,-2,-1,12666,112
12667,111,0.264867679967729,idc91a49d0,left_hip,1.07951521873474,-1,0,12666,112
12663,115,0.641141131975422,idc91a49d0,left_ankle,1.07094788551331,3,0,12666,112
12664,113,0.712896694490439,idc91a49d0,right_ankle,1.11213994026184,2,1,12666,112
18900,110,0.249082236381938,idc91a49d0,left_wrist,1.0969409942627,-4,-4,18896,110
18897,110,0.305487904090433,idc91a49d0,left_hip,1.07951521873474,-1,-1,18896,110
18896,111,0.673093793840429,idc91a49d0,left_ankle,1.07094788551331,0,-1,18896,110
18897,110,0.645007966473372,idc91a49d0,right_ankle,1.11213994026184,-1,-1,18896,110
6992,104,0.18242450795293,id1c7e64ad,left_wrist,1.46792101860046,-1,-1,6991,104
6990,104,0.271146793001726,id1c7e64ad,left_hip,1.4336268901825,1,1,6991,104
6989,104,0.637381102679657,id1c7e64ad,left_ankle,1.41085600852966,2,2,6991,104
6987,106,0.620475187114509,id1c7e64ad,right_ankle,1.42870306968689,4,2,6991,104
4632,106,0.219374086235525,id1c7e64ad,left_wrist,1.46792101860046,-2,-2,4630,106
4630,105,0.253358463898585,id1c7e64ad,left_hip,1.4336268901825,0,1,4630,106
4629,106,0.655127536122301,id1c7e64ad,left_ankle,1.41085600852966,1,1,4630,106
4630,106,0.672589436066653,id1c7e64ad,right_ankle,1.42870306968689,0,0,4630,106
21124,105,0.273392243395752,id1c7e64ad,left_wrist,1.46792101860046,-1,-5,21123,101
21126,101,0.296680345392306,id1c7e64ad,left_hip,1.4336268901825,-3,-3,21123,101
21124,101,0.693448125617855,id1c7e64ad,left_ankle,1.41085600852966,-1,-1,21123,101
21123,101,0.711331046939163,id1c7e64ad,right_ankle,1.42870306968689,0,0,21123,101
12085,101,0.270103198193485,id1c7e64ad,left_wrist,1.46792101860046,-1,-2,12084,100
12086,98,0.287211791940066,id1c7e64ad,left_hip,1.4336268901825,-2,0,12084,100
12084,101,0.698620993590598,id1c7e64ad,left_ankle,1.41085600852966,0,-1,12084,100
12082,102,0.690258817851071,id1c7e64ad,right_ankle,1.42870306968689,2,0,12084,100
20927,99,0.291455065735596,id1c7e64ad,left_wrist,1.46792101860046,-3,-2,20924,100
20927,100,0.293806666556692,id1c7e64ad,left_hip,1.4336268901825,-3,-3,20924,100
20923,101,0.706352792501736,id1c7e64ad,left_ankle,1.41085600852966,1,0,20924,100
20921,102,0.705368885594128,id1c7e64ad,right_ankle,1.42870306968689,3,1,20924,100
4632,106,0.219374086235525,id1c7e64ad,left_wrist,1.46792101860046,-2,-2,4630,106
4630,105,0.253358463898585,id1c7e64ad,left_hip,1.4336268901825,0,1,4630,106
4629,106,0.655127536122301,id1c7e64ad,left_ankle,1.41085600852966,1,1,4630,106
4630,106,0.672589436066653,id1c7e64ad,right_ankle,1.42870306968689,0,0,4630,106
18049,102,0.216200886296844,id1c7e64ad,left_wrist,1.46792101860046,-2,-2,18047,102
18051,100,0.271360226335398,id1c7e64ad,left_hip,1.4336268901825,-4,-2,18047,102
18048,101,0.68378961439202,id1c7e64ad,left_ankle,1.41085600852966,-1,0,18047,102
18047,103,0.67778418230785,id1c7e64ad,right_ankle,1.42870306968689,0,-1,18047,102
17345,100,0.272982406208906,id1c7e64ad,left_wrist,1.46792101860046,-3,-3,17342,100
17345,101,0.286125377238881,id1c7e64ad,left_hip,1.4336268901825,-3,-4,17342,100
17342,100,0.666533882199145,id1c7e64ad,left_ankle,1.41085600852966,0,0,17342,100
17341,99,0.641755915162058,id1c7e64ad,right_ankle,1.42870306968689,1,2,17342,100
22531,100,0.197762709821846,id1c7e64ad,left_wrist,1.46792101860046,-3,-3,22528,100
22531,100,0.291133779751652,id1c7e64ad,left_hip,1.4336268901825,-3,-3,22528,100
22528,99,0.747399013022109,id1c7e64ad,left_ankle,1.41085600852966,0,1,22528,100
22528,97,0.714667982686301,id1c7e64ad,right_ankle,1.42870306968689,0,3,22528,100
13085,99,0.173989528145909,id1c7e64ad,left_wrist,1.46792101860046,-2,0,13083,101
13084,101,0.264187713024168,id1c7e64ad,left_hip,1.4336268901825,-1,-1,13083,101
13082,102,0.725118114585961,id1c7e64ad,left_ankle,1.41085600852966,1,0,13083,101
13082,101,0.602077645126153,id1c7e64ad,right_ankle,1.42870306968689,1,1,13083,101
17046,103,0.298474133851177,id1c7e64ad,left_wrist,1.46792101860046,-3,-5,17043,101
17046,101,0.275713395380002,id1c7e64ad,left_hip,1.4336268901825,-3,-3,17043,101
17044,101,0.679442698606192,id1c7e64ad,left_ankle,1.41085600852966,-1,-1,17043,101
17043,100,0.702065982776246,id1c7e64ad,right_ankle,1.42870306968689,0,1,17043,101
9350,104,0.183256082137726,id1c7e64ad,left_wrist,1.46792101860046,0,-3,9350,101
9348,103,0.266345132665003,id1c7e64ad,left_hip,1.4336268901825,2,0,9350,101
9348,103,0.691843308417554,id1c7e64ad,left_ankle,1.41085600852966,2,0,9350,101
9348,102,0.627129008077602,id1c7e64ad,right_ankle,1.42870306968689,2,1,9350,101
2593,108,0.235241891107674,id1c7e64ad,left_wrist,1.46792101860046,-49,-51,2544,106
2544,107,0.259017218849798,id1c7e64ad,left_hip,1.4336268901825,0,-1,2544,106
2544,105,0.575508809793306,id1c7e64ad,left_ankle,1.41085600852966,0,1,2544,106
2542,107,0.676696372340406,id1c7e64ad,right_ankle,1.42870306968689,2,1,2544,106
22130,101,0.239552820434502,id1c7e64ad,left_wrist,1.46792101860046,-3,-3,22127,101
22130,100,0.292333536504083,id1c7e64ad,left_hip,1.4336268901825,-3,-2,22127,101
22128,101,0.658966995838092,id1c7e64ad,left_ankle,1.41085600852966,-1,-1,22127,101
22126,102,0.67469137762547,id1c7e64ad,right_ankle,1.42870306968689,1,0,22127,101
6786,103,0.210280575646774,id1c7e64ad,left_wrist,1.46792101860046,-2,0,6784,105
6783,105,0.274258492386292,id1c7e64ad,left_hip,1.4336268901825,1,1,6784,105
6783,104,0.630958343401092,id1c7e64ad,left_ankle,1.41085600852966,1,2,6784,105
6781,106,0.707651235983652,id1c7e64ad,right_ankle,1.42870306968689,3,2,6784,105
14098,104,0.161318014207559,id1c7e64ad,left_wrist,1.46792101860046,-1,-2,14097,103
14097,104,0.235558370834333,id1c7e64ad,left_hip,1.4336268901825,0,-1,14097,103
14097,102,0.707983168119437,id1c7e64ad,left_ankle,1.41085600852966,0,1,14097,103
14096,103,0.659596059922299,id1c7e64ad,right_ankle,1.42870306968689,1,1,14097,103
2755,105,0.224031157027331,id1c7e64ad,left_wrist,1.46792101860046,-1,-3,2754,103
2753,105,0.242523338751969,id1c7e64ad,left_hip,1.4336268901825,1,-1,2754,103
2753,104,0.643775631423412,id1c7e64ad,left_ankle,1.41085600852966,1,0,2754,103
2752,106,0.630792868765547,id1c7e64ad,right_ankle,1.42870306968689,2,-1,2754,103
20112,105,0.310999393430608,id1c7e64ad,left_wrist,1.46792101860046,-2,-3,20110,104
20111,105,0.282235544599686,id1c7e64ad,left_hip,1.4336268901825,-1,-2,20110,104
20110,103,0.621924677362245,id1c7e64ad,left_ankle,1.41085600852966,0,1,20110,104
20111,102,0.587151488845995,id1c7e64ad,right_ankle,1.42870306968689,-1,1,20110,104
7664,54,0.11394059178829,id1c7e64ad,left_wrist,1.46792101860046,-51,-2,7613,103
7613,102,0.247308012514616,id1c7e64ad,left_hip,1.4336268901825,0,1,7613,103
7614,103,0.679227650013911,id1c7e64ad,left_ankle,1.41085600852966,-1,-1,7613,103
7614,102,0.686888788945927,id1c7e64ad,right_ankle,1.42870306968689,-1,0,7613,103
18670,104,0.283512849412558,id1c7e64ad,left_wrist,1.46792101860046,-1,-2,18669,103
18671,103,0.242939765199547,id1c7e64ad,left_hip,1.4336268901825,-2,-2,18669,103
18668,105,0.674770953349377,id1c7e64ad,left_ankle,1.41085600852966,1,-1,18669,103
18669,104,0.568261799701273,id1c7e64ad,right_ankle,1.42870306968689,0,-1,18669,103
5115,95,0.175193168463763,id8e66893c,left_wrist,1.02773714065552,13,14,5128,96
5127,96,0.390261978872258,id8e66893c,left_hip,1.02207207679749,1,1,5128,96
5128,96,0.532876300237529,id8e66893c,left_ankle,1.02687501907349,0,0,5128,96
5125,99,0.586430387106402,id8e66893c,right_ankle,1.03952789306641,3,0,5128,96
4251,97,0.150482431608365,id8e66893c,left_wrist,1.02773714065552,12,13,4263,98
4263,97,0.371719339399806,id8e66893c,left_hip,1.02207207679749,0,1,4263,98
4264,97,0.640457106149863,id8e66893c,left_ankle,1.02687501907349,-1,0,4263,98
4263,97,0.611516397879104,id8e66893c,right_ankle,1.03952789306641,0,1,4263,98
5021,95,0.180563959274531,id8e66893c,left_wrist,1.02773714065552,12,13,5033,96
5032,96,0.395809974649463,id8e66893c,left_hip,1.02207207679749,1,1,5033,96
5033,96,0.616786204557814,id8e66893c,left_ankle,1.02687501907349,0,0,5033,96
5031,95,0.63450628559439,id8e66893c,right_ankle,1.03952789306641,2,3,5033,96
7070,97,0.184997671662459,id8e66893c,left_wrist,1.02773714065552,-7,-7,7063,97
7068,97,0.354627752525505,id8e66893c,left_hip,1.02207207679749,-5,-5,7063,97
7069,96,0.533977893743402,id8e66893c,left_ankle,1.02687501907349,-6,-5,7063,97
7066,99,0.577743183796284,id8e66893c,right_ankle,1.03952789306641,-3,-5,7063,97
10886,95,0.304822644772168,id8e66893c,left_wrist,1.02773714065552,-5,-3,10881,97
10887,99,0.263445518083853,id8e66893c,left_hip,1.02207207679749,-6,-8,10881,97
10887,96,0.510790806494444,id8e66893c,left_ankle,1.02687501907349,-6,-5,10881,97
10884,102,0.474666663821749,id8e66893c,right_ankle,1.03952789306641,-3,-8,10881,97
17187,100,0.358756459030095,id8e66893c,left_wrist,1.02773714065552,-5,-7,17182,98
17188,98,0.3518935174586,id8e66893c,left_hip,1.02207207679749,-6,-6,17182,98
17187,99,0.605503086454045,id8e66893c,left_ankle,1.02687501907349,-5,-6,17182,98
17187,99,0.666173321081772,id8e66893c,right_ankle,1.03952789306641,-5,-6,17182,98
4069,100,0.190290369176762,id8e66893c,left_wrist,1.02773714065552,-5,-6,4064,99
4068,98,0.336747274340429,id8e66893c,left_hip,1.02207207679749,-4,-3,4064,99
4070,98,0.576193370782367,id8e66893c,left_ankle,1.02687501907349,-6,-5,4064,99
4070,99,0.483541474481866,id8e66893c,right_ankle,1.03952789306641,-6,-6,4064,99
17091,97,0.259236820339448,id8e66893c,left_wrist,1.02773714065552,-4,-5,17087,96
17090,99,0.361810415151314,id8e66893c,left_hip,1.02207207679749,-3,-6,17087,96
17090,98,0.588039818286887,id8e66893c,left_ankle,1.02687501907349,-3,-5,17087,96
17090,98,0.655287429854704,id8e66893c,right_ankle,1.03952789306641,-3,-5,17087,96
17869,99,0.285508205801833,id8e66893c,left_wrist,1.02773714065552,-6,-7,17863,98
17869,98,0.402255976859044,id8e66893c,left_hip,1.02207207679749,-6,-6,17863,98
17869,98,0.665191293299137,id8e66893c,left_ankle,1.02687501907349,-6,-6,17863,98
17869,98,0.623716679815354,id8e66893c,right_ankle,1.03952789306641,-6,-6,17863,98
12541,97,0.152937607285783,id8e66893c,left_wrist,1.02773714065552,-7,-6,12534,98
12539,98,0.339875987634412,id8e66893c,left_hip,1.02207207679749,-5,-5,12534,98
12540,97,0.626836628036225,id8e66893c,left_ankle,1.02687501907349,-6,-5,12534,98
12539,99,0.630570576611675,id8e66893c,right_ankle,1.03952789306641,-5,-6,12534,98
11949,95,0.174101280398056,id8e66893c,left_wrist,1.02773714065552,2,5,11951,98
11956,98,0.343169950712401,id8e66893c,left_hip,1.02207207679749,-5,-5,11951,98
11957,97,0.57888738742826,id8e66893c,left_ankle,1.02687501907349,-6,-5,11951,98
11956,98,0.610187745842712,id8e66893c,right_ankle,1.03952789306641,-5,-5,11951,98
1257,66,0.111990131352696,id8e66893c,left_wrist,1.02773714065552,-6,25,1251,97
1255,97,0.36333370213786,id8e66893c,left_hip,1.02207207679749,-4,-4,1251,97
1256,96,0.596542507933848,id8e66893c,left_ankle,1.02687501907349,-5,-4,1251,97
1255,96,0.602370955098113,id8e66893c,right_ankle,1.03952789306641,-4,-3,1251,97
4069,100,0.190290369176762,id8e66893c,left_wrist,1.02773714065552,-5,-6,4064,99
4068,98,0.336747274340429,id8e66893c,left_hip,1.02207207679749,-4,-3,4064,99
4070,98,0.576193370782367,id8e66893c,left_ankle,1.02687501907349,-6,-5,4064,99
4070,99,0.483541474481866,id8e66893c,right_ankle,1.03952789306641,-6,-6,4064,99
3392,98,0.191297496283553,id8e66893c,left_wrist,1.02773714065552,-1,-3,3391,96
3390,99,0.310162927882061,id8e66893c,left_hip,1.02207207679749,1,-2,3391,96
3391,99,0.526213011901474,id8e66893c,left_ankle,1.02687501907349,0,-3,3391,96
3391,99,0.474710011136835,id8e66893c,right_ankle,1.03952789306641,0,-3,3391,96
13023,88,0.158376152695505,id8e66893c,left_wrist,1.02773714065552,-6,4,13017,98
13022,96,0.357911497560685,id8e66893c,left_hip,1.02207207679749,-5,-3,13017,98
13022,96,0.629071411253646,id8e66893c,left_ankle,1.02687501907349,-5,-3,13017,98
13020,96,0.562369586811449,id8e66893c,right_ankle,1.03952789306641,-3,-1,13017,98
7263,99,0.201778192784116,id8e66893c,left_wrist,1.02773714065552,-6,-7,7257,98
7261,99,0.335933720476769,id8e66893c,left_hip,1.02207207679749,-4,-5,7257,98
7263,98,0.584510999670985,id8e66893c,left_ankle,1.02687501907349,-6,-6,7257,98
7262,98,0.526107043710274,id8e66893c,right_ankle,1.03952789306641,-5,-5,7257,98
14659,98,0.301277968287173,id8e66893c,left_wrist,1.02773714065552,-3,-6,14656,95
14660,97,0.408537225848292,id8e66893c,left_hip,1.02207207679749,-4,-6,14656,95
14659,98,0.642836578454874,id8e66893c,left_ankle,1.02687501907349,-3,-6,14656,95
14657,100,0.638317359731307,id8e66893c,right_ankle,1.03952789306641,-1,-6,14656,95
9420,100,0.327927535813821,id8e66893c,left_wrist,1.02773714065552,-7,-6,9413,101
9419,100,0.294521028134982,id8e66893c,left_hip,1.02207207679749,-6,-5,9413,101
9420,98,0.55735232746321,id8e66893c,left_ankle,1.02687501907349,-7,-4,9413,101
9420,101,0.489268659081666,id8e66893c,right_ankle,1.03952789306641,-7,-7,9413,101
13600,99,0.243137385032733,id8e66893c,left_wrist,1.02773714065552,-5,-3,13595,101
13601,98,0.354591124055324,id8e66893c,left_hip,1.02207207679749,-6,-3,13595,101
13601,98,0.611770463841006,id8e66893c,left_ankle,1.02687501907349,-6,-3,13595,101
13600,98,0.636150953312816,id8e66893c,right_ankle,1.03952789306641,-5,-2,13595,101
18743,88,0.211945954127235,id8e66893c,left_wrist,1.02773714065552,-1,5,18742,94
18742,99,0.351319016854069,id8e66893c,left_hip,1.02207207679749,0,-5,18742,94
18743,98,0.591203031343726,id8e66893c,left_ankle,1.02687501907349,-1,-5,18742,94
18742,97,0.617210451246117,id8e66893c,right_ankle,1.03952789306641,0,-3,18742,94
7263,99,0.201778192784116,id8e66893c,left_wrist,1.02773714065552,-6,-7,7257,98
7261,99,0.335933720476769,id8e66893c,left_hip,1.02207207679749,-4,-5,7257,98
7263,98,0.584510999670985,id8e66893c,left_ankle,1.02687501907349,-6,-6,7257,98
7262,98,0.526107043710274,id8e66893c,right_ankle,1.03952789306641,-5,-5,7257,98
14659,98,0.301277968287173,id8e66893c,left_wrist,1.02773714065552,-3,-6,14656,95
14660,97,0.408537225848292,id8e66893c,left_hip,1.02207207679749,-4,-6,14656,95
14659,98,0.642836578454874,id8e66893c,left_ankle,1.02687501907349,-3,-6,14656,95
14657,100,0.638317359731307,id8e66893c,right_ankle,1.03952789306641,-1,-6,14656,95
20853,94,0.287054003040094,id34e056c8,left_wrist,1.37878513336182,-2,-3,20851,93
20858,93,0.350375461157787,id34e056c8,left_hip,1.39668393135071,-7,-7,20851,93
20850,95,0.747841694233468,id34e056c8,left_ankle,1.40119385719299,1,-1,20851,93
20852,93,0.613758921786252,id34e056c8,right_ankle,1.41586112976074,-1,-1,20851,93
4747,94,0.281843658372586,id34e056c8,left_wrist,1.37878513336182,3,3,4750,94
4750,95,0.357087914779407,id34e056c8,left_hip,1.39668393135071,0,-1,4750,94
4748,94,0.780002381412143,id34e056c8,left_ankle,1.40119385719299,2,2,4750,94
4749,93,0.721735194648266,id34e056c8,right_ankle,1.41586112976074,1,2,4750,94
14531,88,0.266202813660382,id34e056c8,left_wrist,1.37878513336182,1,3,14532,90
14534,91,0.362324523531324,id34e056c8,left_hip,1.39668393135071,-2,-3,14532,90
14530,91,0.779869933146941,id34e056c8,left_ankle,1.40119385719299,2,1,14532,90
14529,92,0.747950281681486,id34e056c8,right_ankle,1.41586112976074,3,1,14532,90
2809,91,0.306177954004138,id34e056c8,left_wrist,1.37878513336182,1,3,2810,93
2812,92,0.359534130732736,id34e056c8,left_hip,1.39668393135071,-2,-1,2810,93
2809,91,0.69890187164873,id34e056c8,left_ankle,1.40119385719299,1,3,2810,93
2808,94,0.762778072659664,id34e056c8,right_ankle,1.41586112976074,2,1,2810,93
6041,93,0.258122244301651,id34e056c8,left_wrist,1.37878513336182,0,0,6041,93
6038,99,0.328809813568957,id34e056c8,left_hip,1.39668393135071,3,-3,6041,93
6039,93,0.809162239695876,id34e056c8,left_ankle,1.40119385719299,2,2,6041,93
6040,94,0.69880407870203,id34e056c8,right_ankle,1.41586112976074,1,0,6041,93
8608,93,0.150090823098938,id34e056c8,left_wrist,1.37878513336182,-4,1,8604,98
8603,98,0.234125957632577,id34e056c8,left_hip,1.39668393135071,1,1,8604,98
8604,95,0.732268791786893,id34e056c8,left_ankle,1.40119385719299,0,3,8604,98
8605,96,0.597366100056258,id34e056c8,right_ankle,1.41586112976074,-1,1,8604,98
