tau_i,T_i,sim_i,subj_id,loc_id,exec_t,finetune
15772,105,0.317477531888042,id86237981,left_wrist,4.2218770980835,maxima
15876,105,0.287886513378267,id86237981,left_wrist,4.2218770980835,maxima
15980,103,0.295952309695295,id86237981,left_wrist,4.2218770980835,maxima
16082,104,0.333904475041616,id86237981,left_wrist,4.2218770980835,maxima
16185,106,0.275808043374594,id86237981,left_wrist,4.2218770980835,maxima
16290,106,0.318231146331758,id86237981,left_wrist,4.2218770980835,maxima
16395,106,0.322304427608616,id86237981,left_wrist,4.2218770980835,maxima
16500,106,0.335454744027476,id86237981,left_wrist,4.2218770980835,maxima
16605,104,0.27578497150001,id86237981,left_wrist,4.2218770980835,maxima
16708,106,0.340329914908539,id86237981,left_wrist,4.2218770980835,maxima
16813,106,0.29899525837269,id86237981,left_wrist,4.2218770980835,maxima
16918,106,0.341168434969425,id86237981,left_wrist,4.2218770980835,maxima
17023,104,0.258810531522028,id86237981,left_wrist,4.2218770980835,maxima
17126,105,0.319574646415941,id86237981,left_wrist,4.2218770980835,maxima
17230,108,0.330954649508271,id86237981,left_wrist,4.2218770980835,maxima
17337,107,0.353984132847116,id86237981,left_wrist,4.2218770980835,maxima
17443,108,0.371930518487774,id86237981,left_wrist,4.2218770980835,maxima
17550,108,0.309799908926668,id86237981,left_wrist,4.2218770980835,maxima
17657,104,0.32000685362864,id86237981,left_wrist,4.2218770980835,maxima
17760,102,0.328883620779547,id86237981,left_wrist,4.2218770980835,maxima
17861,108,0.258081629439036,id86237981,left_wrist,4.2218770980835,maxima
17968,104,0.330747421330013,id86237981,left_wrist,4.2218770980835,maxima
18071,107,0.361436030597638,id86237981,left_wrist,4.2218770980835,maxima
18177,105,0.269988398879355,id86237981,left_wrist,4.2218770980835,maxima
18281,107,0.317070749629855,id86237981,left_wrist,4.2218770980835,maxima
18387,105,0.275375858577925,id86237981,left_wrist,4.2218770980835,maxima
18491,105,0.322723177348092,id86237981,left_wrist,4.2218770980835,maxima
18595,105,0.330836916923022,id86237981,left_wrist,4.2218770980835,maxima
18699,105,0.345944772342189,id86237981,left_wrist,4.2218770980835,maxima
18803,106,0.267196649847433,id86237981,left_wrist,4.2218770980835,maxima
18908,107,0.336160067833105,id86237981,left_wrist,4.2218770980835,maxima
19014,105,0.261944643121042,id86237981,left_wrist,4.2218770980835,maxima
19118,105,0.359963935991705,id86237981,left_wrist,4.2218770980835,maxima
19222,109,0.296501329021471,id86237981,left_wrist,4.2218770980835,maxima
19330,105,0.318575353661438,id86237981,left_wrist,4.2218770980835,maxima
19434,106,0.331995539920972,id86237981,left_wrist,4.2218770980835,maxima
19539,106,0.350334953311221,id86237981,left_wrist,4.2218770980835,maxima
19644,105,0.255781052639644,id86237981,left_wrist,4.2218770980835,maxima
19748,105,0.352890466704986,id86237981,left_wrist,4.2218770980835,maxima
19852,108,0.355376355125936,id86237981,left_wrist,4.2218770980835,maxima
19959,103,0.385019231388754,id86237981,left_wrist,4.2218770980835,maxima
20061,107,0.386947686995059,id86237981,left_wrist,4.2218770980835,maxima
20167,110,0.401824973650811,id86237981,left_wrist,4.2218770980835,maxima
20276,109,0.367973621094308,id86237981,left_wrist,4.2218770980835,maxima
20384,110,0.318212489100718,id86237981,left_wrist,4.2218770980835,maxima
20493,55,0.125198493757322,id86237981,left_wrist,4.2218770980835,maxima
20547,91,0.378576389994331,id86237981,left_wrist,4.2218770980835,maxima
