tau_i,T_i,sim_i,subj_id,loc_id,exec_t,finetune
8499,104,0.241961569673912,id86237981,left_wrist,4.34799408912659,maxima
8602,105,0.273305565969729,id86237981,left_wrist,4.34799408912659,maxima
8706,105,0.279774513603848,id86237981,left_wrist,4.34799408912659,maxima
8810,106,0.285943104956016,id86237981,left_wrist,4.34799408912659,maxima
8915,106,0.211768465642307,id86237981,left_wrist,4.34799408912659,maxima
9020,105,0.281363481218976,id86237981,left_wrist,4.34799408912659,maxima
9124,108,0.257317675059172,id86237981,left_wrist,4.34799408912659,maxima
9231,104,0.278241683305071,id86237981,left_wrist,4.34799408912659,maxima
9334,106,0.292306201896217,id86237981,left_wrist,4.34799408912659,maxima
9439,106,0.301299629409711,id86237981,left_wrist,4.34799408912659,maxima
9544,105,0.290893531158515,id86237981,left_wrist,4.34799408912659,maxima
9648,103,0.249821532234308,id86237981,left_wrist,4.34799408912659,maxima
9750,105,0.297440561569893,id86237981,left_wrist,4.34799408912659,maxima
9854,105,0.30536506729027,id86237981,left_wrist,4.34799408912659,maxima
9958,105,0.229853176675154,id86237981,left_wrist,4.34799408912659,maxima
10062,107,0.292591804986495,id86237981,left_wrist,4.34799408912659,maxima
10168,106,0.317258696184928,id86237981,left_wrist,4.34799408912659,maxima
10273,104,0.338042383396068,id86237981,left_wrist,4.34799408912659,maxima
10376,103,0.266638936495758,id86237981,left_wrist,4.34799408912659,maxima
10478,105,0.298349287593143,id86237981,left_wrist,4.34799408912659,maxima
10582,104,0.262973162619492,id86237981,left_wrist,4.34799408912659,maxima
10685,104,0.340711735687249,id86237981,left_wrist,4.34799408912659,maxima
10788,105,0.274877365721472,id86237981,left_wrist,4.34799408912659,maxima
10892,104,0.316909329246503,id86237981,left_wrist,4.34799408912659,maxima
10995,105,0.237782844621334,id86237981,left_wrist,4.34799408912659,maxima
11099,106,0.283370790490587,id86237981,left_wrist,4.34799408912659,maxima
11204,105,0.239614220262796,id86237981,left_wrist,4.34799408912659,maxima
11308,106,0.28037749267187,id86237981,left_wrist,4.34799408912659,maxima
11413,103,0.286770599463077,id86237981,left_wrist,4.34799408912659,maxima
11515,106,0.317897266953037,id86237981,left_wrist,4.34799408912659,maxima
11620,102,0.320966398851218,id86237981,left_wrist,4.34799408912659,maxima
11721,103,0.218949098912187,id86237981,left_wrist,4.34799408912659,maxima
11823,102,0.242888763471831,id86237981,left_wrist,4.34799408912659,maxima
11924,103,0.210430890756695,id86237981,left_wrist,4.34799408912659,maxima
12026,106,0.245336986676815,id86237981,left_wrist,4.34799408912659,maxima
12131,102,0.266548821321998,id86237981,left_wrist,4.34799408912659,maxima
12232,104,0.277812196244876,id86237981,left_wrist,4.34799408912659,maxima
12335,104,0.241905580473594,id86237981,left_wrist,4.34799408912659,maxima
12438,107,0.265395436283437,id86237981,left_wrist,4.34799408912659,maxima
12544,106,0.281062241246542,id86237981,left_wrist,4.34799408912659,maxima
12649,107,0.284680108642274,id86237981,left_wrist,4.34799408912659,maxima
12755,105,0.243991392256893,id86237981,left_wrist,4.34799408912659,maxima
12859,104,0.294588209746299,id86237981,left_wrist,4.34799408912659,maxima
12962,104,0.244050675421768,id86237981,left_wrist,4.34799408912659,maxima
13065,105,0.299880624430556,id86237981,left_wrist,4.34799408912659,maxima
13169,102,0.242478782007218,id86237981,left_wrist,4.34799408912659,maxima
13270,105,0.288326299146076,id86237981,left_wrist,4.34799408912659,maxima
13374,105,0.296514768341741,id86237981,left_wrist,4.34799408912659,maxima
13478,104,0.276908854605502,id86237981,left_wrist,4.34799408912659,maxima
13581,106,0.288391981360693,id86237981,left_wrist,4.34799408912659,maxima
13686,103,0.237014690132807,id86237981,left_wrist,4.34799408912659,maxima
13788,105,0.266543309952497,id86237981,left_wrist,4.34799408912659,maxima
13892,106,0.232962134222635,id86237981,left_wrist,4.34799408912659,maxima
13997,108,0.274327484840175,id86237981,left_wrist,4.34799408912659,maxima
14104,103,0.315655204988615,id86237981,left_wrist,4.34799408912659,maxima
14206,105,0.272663955403969,id86237981,left_wrist,4.34799408912659,maxima
14310,107,0.336385233875138,id86237981,left_wrist,4.34799408912659,maxima
14416,105,0.281699170249177,id86237981,left_wrist,4.34799408912659,maxima
14520,105,0.313941709258954,id86237981,left_wrist,4.34799408912659,maxima
14624,106,0.338869670178361,id86237981,left_wrist,4.34799408912659,maxima
14729,105,0.266318997904513,id86237981,left_wrist,4.34799408912659,maxima
14833,104,0.316877898064751,id86237981,left_wrist,4.34799408912659,maxima
14936,107,0.324700931834672,id86237981,left_wrist,4.34799408912659,maxima
15042,107,0.354550678351606,id86237981,left_wrist,4.34799408912659,maxima
15148,105,0.301921835269121,id86237981,left_wrist,4.34799408912659,maxima
15252,106,0.368470855681092,id86237981,left_wrist,4.34799408912659,maxima
15357,103,0.275196465072136,id86237981,left_wrist,4.34799408912659,maxima
15459,107,0.315572499695681,id86237981,left_wrist,4.34799408912659,maxima
15565,105,0.3234818400095,id86237981,left_wrist,4.34799408912659,maxima
15669,104,0.284205463923437,id86237981,left_wrist,4.34799408912659,maxima
15772,105,0.317477531888042,id86237981,left_wrist,4.34799408912659,maxima
15876,105,0.287886513378267,id86237981,left_wrist,4.34799408912659,maxima
15980,103,0.295952309695295,id86237981,left_wrist,4.34799408912659,maxima
16082,104,0.333904475041616,id86237981,left_wrist,4.34799408912659,maxima
16185,106,0.275808043374594,id86237981,left_wrist,4.34799408912659,maxima
16290,106,0.318231146331758,id86237981,left_wrist,4.34799408912659,maxima
16395,106,0.322304427608616,id86237981,left_wrist,4.34799408912659,maxima
16500,106,0.335454744027476,id86237981,left_wrist,4.34799408912659,maxima
16605,104,0.27578497150001,id86237981,left_wrist,4.34799408912659,maxima
16708,106,0.340329914908539,id86237981,left_wrist,4.34799408912659,maxima
16813,106,0.29899525837269,id86237981,left_wrist,4.34799408912659,maxima
16918,106,0.341168434969425,id86237981,left_wrist,4.34799408912659,maxima
17023,104,0.258810531522028,id86237981,left_wrist,4.34799408912659,maxima
17126,105,0.319574646415941,id86237981,left_wrist,4.34799408912659,maxima
17230,108,0.330954649508271,id86237981,left_wrist,4.34799408912659,maxima
17337,107,0.353984132847116,id86237981,left_wrist,4.34799408912659,maxima
17443,108,0.371930518487774,id86237981,left_wrist,4.34799408912659,maxima
17550,108,0.309799908926668,id86237981,left_wrist,4.34799408912659,maxima
17657,104,0.32000685362864,id86237981,left_wrist,4.34799408912659,maxima
17760,102,0.328883620779547,id86237981,left_wrist,4.34799408912659,maxima
17861,108,0.258081629439036,id86237981,left_wrist,4.34799408912659,maxima
17968,104,0.330747421330013,id86237981,left_wrist,4.34799408912659,maxima
18071,107,0.361436030597638,id86237981,left_wrist,4.34799408912659,maxima
18177,105,0.269988398879355,id86237981,left_wrist,4.34799408912659,maxima
18281,107,0.317070749629855,id86237981,left_wrist,4.34799408912659,maxima
18387,105,0.275375858577925,id86237981,left_wrist,4.34799408912659,maxima
18491,105,0.322723177348092,id86237981,left_wrist,4.34799408912659,maxima
18595,105,0.330836916923022,id86237981,left_wrist,4.34799408912659,maxima
18699,105,0.345944772342189,id86237981,left_wrist,4.34799408912659,maxima
18803,106,0.267196649847433,id86237981,left_wrist,4.34799408912659,maxima
18908,107,0.336160067833105,id86237981,left_wrist,4.34799408912659,maxima
19014,105,0.261944643121042,id86237981,left_wrist,4.34799408912659,maxima
19118,105,0.359963935991705,id86237981,left_wrist,4.34799408912659,maxima
19222,109,0.296501329021471,id86237981,left_wrist,4.34799408912659,maxima
19330,105,0.318575353661438,id86237981,left_wrist,4.34799408912659,maxima
19434,106,0.331995539920972,id86237981,left_wrist,4.34799408912659,maxima
19539,106,0.350334953311221,id86237981,left_wrist,4.34799408912659,maxima
19644,105,0.255781052639644,id86237981,left_wrist,4.34799408912659,maxima
19748,105,0.352890466704986,id86237981,left_wrist,4.34799408912659,maxima
19852,108,0.355376355125936,id86237981,left_wrist,4.34799408912659,maxima
19959,103,0.385019231388754,id86237981,left_wrist,4.34799408912659,maxima
20061,107,0.386947686995059,id86237981,left_wrist,4.34799408912659,maxima
20167,110,0.401824973650811,id86237981,left_wrist,4.34799408912659,maxima
20276,109,0.367973621094308,id86237981,left_wrist,4.34799408912659,maxima
20384,110,0.318212489100718,id86237981,left_wrist,4.34799408912659,maxima
20493,55,0.125198493757322,id86237981,left_wrist,4.34799408912659,maxima
20547,91,0.378576389994331,id86237981,left_wrist,4.34799408912659,maxima
29,116,0.398460166250161,id86237981,left_wrist,3.43712592124939,none
144,106,0.362371166453231,id86237981,left_wrist,3.43712592124939,none
249,112,0.314718204499939,id86237981,left_wrist,3.43712592124939,none
360,106,0.299615390416915,id86237981,left_wrist,3.43712592124939,none
465,101,0.242391865667121,id86237981,left_wrist,3.43712592124939,none
565,112,0.332190670546019,id86237981,left_wrist,3.43712592124939,none
676,98,0.257928210093051,id86237981,left_wrist,3.43712592124939,none
773,113,0.31809664183495,id86237981,left_wrist,3.43712592124939,none
886,99,0.279007330442606,id86237981,left_wrist,3.43712592124939,none
984,114,0.364215782469983,id86237981,left_wrist,3.43712592124939,none
1097,109,0.318520555671951,id86237981,left_wrist,3.43712592124939,none
1205,106,0.285943827057844,id86237981,left_wrist,3.43712592124939,none
1310,94,0.195057005558468,id86237981,left_wrist,3.43712592124939,none
1403,111,0.31491543348514,id86237981,left_wrist,3.43712592124939,none
1514,113,0.284332587562713,id86237981,left_wrist,3.43712592124939,none
1627,99,0.228875246661983,id86237981,left_wrist,3.43712592124939,none
1725,112,0.281280203244332,id86237981,left_wrist,3.43712592124939,none
1837,90,0.16245647724921,id86237981,left_wrist,3.43712592124939,none
1926,116,0.309549031607575,id86237981,left_wrist,3.43712592124939,none
2041,98,0.218767655307764,id86237981,left_wrist,3.43712592124939,none
2138,113,0.314585579267766,id86237981,left_wrist,3.43712592124939,none
2250,103,0.252810409813946,id86237981,left_wrist,3.43712592124939,none
2352,112,0.30252357610302,id86237981,left_wrist,3.43712592124939,none
2463,92,0.205358704348433,id86237981,left_wrist,3.43712592124939,none
2554,101,0.249756427152097,id86237981,left_wrist,3.43712592124939,none
2654,114,0.310020762524793,id86237981,left_wrist,3.43712592124939,none
2767,111,0.336025706563168,id86237981,left_wrist,3.43712592124939,none
2878,99,0.253498039465486,id86237981,left_wrist,3.43712592124939,none
2976,109,0.295018231818402,id86237981,left_wrist,3.43712592124939,none
3084,98,0.259640215501647,id86237981,left_wrist,3.43712592124939,none
3181,109,0.289985542458266,id86237981,left_wrist,3.43712592124939,none
3289,102,0.268598871941115,id86237981,left_wrist,3.43712592124939,none
3390,95,0.207938459395647,id86237981,left_wrist,3.43712592124939,none
3484,113,0.287644196191233,id86237981,left_wrist,3.43712592124939,none
3596,113,0.337356428344612,id86237981,left_wrist,3.43712592124939,none
3708,103,0.265543548790266,id86237981,left_wrist,3.43712592124939,none
3810,94,0.188342431754977,id86237981,left_wrist,3.43712592124939,none
3903,113,0.302107669897335,id86237981,left_wrist,3.43712592124939,none
4015,112,0.314778663334426,id86237981,left_wrist,3.43712592124939,none
4126,98,0.255776931051886,id86237981,left_wrist,3.43712592124939,none
4223,112,0.302770462625173,id86237981,left_wrist,3.43712592124939,none
4334,94,0.170669665441743,id86237981,left_wrist,3.43712592124939,none
4427,111,0.288208552525681,id86237981,left_wrist,3.43712592124939,none
4537,114,0.319317853528251,id86237981,left_wrist,3.43712592124939,none
4650,99,0.261184042126568,id86237981,left_wrist,3.43712592124939,none
4748,113,0.310619981535909,id86237981,left_wrist,3.43712592124939,none
4860,93,0.194699355627912,id86237981,left_wrist,3.43712592124939,none
4952,103,0.279020368229622,id86237981,left_wrist,3.43712592124939,none
5054,117,0.32494287160102,id86237981,left_wrist,3.43712592124939,none
5170,68,0.181898935985685,id86237981,left_wrist,3.43712592124939,none
5265,114,0.293489350038693,id86237981,left_wrist,3.43712592124939,none
5378,97,0.201163222661426,id86237981,left_wrist,3.43712592124939,none
5474,113,0.285839262638851,id86237981,left_wrist,3.43712592124939,none
5586,103,0.252528515808452,id86237981,left_wrist,3.43712592124939,none
5688,109,0.280939727361599,id86237981,left_wrist,3.43712592124939,none
5796,92,0.184560228677084,id86237981,left_wrist,3.43712592124939,none
5887,114,0.279349896082554,id86237981,left_wrist,3.43712592124939,none
6000,108,0.297010135651022,id86237981,left_wrist,3.43712592124939,none
6107,104,0.275821808219624,id86237981,left_wrist,3.43712592124939,none
6210,97,0.207694791882063,id86237981,left_wrist,3.43712592124939,none
6306,113,0.330329707723642,id86237981,left_wrist,3.43712592124939,none
6418,114,0.246036625200167,id86237981,left_wrist,3.43712592124939,none
6531,63,0.160758598046686,id86237981,left_wrist,3.43712592124939,none
6623,112,0.266488078330924,id86237981,left_wrist,3.43712592124939,none
6734,111,0.32701874298681,id86237981,left_wrist,3.43712592124939,none
6844,93,0.219498808191394,id86237981,left_wrist,3.43712592124939,none
6936,113,0.324142452634298,id86237981,left_wrist,3.43712592124939,none
7048,98,0.276149284839878,id86237981,left_wrist,3.43712592124939,none
7145,112,0.381911981381429,id86237981,left_wrist,3.43712592124939,none
7256,98,0.288950909161872,id86237981,left_wrist,3.43712592124939,none
7353,111,0.3208483408044,id86237981,left_wrist,3.43712592124939,none
7463,95,0.275468185607846,id86237981,left_wrist,3.43712592124939,none
7558,117,0.325456377785325,id86237981,left_wrist,3.43712592124939,none
7674,106,0.276023652990361,id86237981,left_wrist,3.43712592124939,none
7779,92,0.193605372615697,id86237981,left_wrist,3.43712592124939,none
7870,111,0.292474383270407,id86237981,left_wrist,3.43712592124939,none
7980,108,0.267956183404571,id86237981,left_wrist,3.43712592124939,none
8087,95,0.211562515375371,id86237981,left_wrist,3.43712592124939,none
8181,113,0.315425425582766,id86237981,left_wrist,3.43712592124939,none
8294,101,0.247676996818162,id86237981,left_wrist,3.43712592124939,none
8394,109,0.273460057107328,id86237981,left_wrist,3.43712592124939,none
8502,93,0.178715161271031,id86237981,left_wrist,3.43712592124939,none
8594,111,0.273305565969729,id86237981,left_wrist,3.43712592124939,none
8704,99,0.241707689926502,id86237981,left_wrist,3.43712592124939,none
8802,114,0.285943104956016,id86237981,left_wrist,3.43712592124939,none
8915,104,0.205241756250317,id86237981,left_wrist,3.43712592124939,none
9018,109,0.281363481218976,id86237981,left_wrist,3.43712592124939,none
9126,104,0.240458448049039,id86237981,left_wrist,3.43712592124939,none
9229,111,0.288079919925199,id86237981,left_wrist,3.43712592124939,none
9339,93,0.177800205934951,id86237981,left_wrist,3.43712592124939,none
9431,114,0.301299629409711,id86237981,left_wrist,3.43712592124939,none
9544,111,0.290893531158515,id86237981,left_wrist,3.43712592124939,none
9654,56,0.169341886032435,id86237981,left_wrist,3.43712592124939,none
9744,102,0.258659055487642,id86237981,left_wrist,3.43712592124939,none
9845,116,0.30536506729027,id86237981,left_wrist,3.43712592124939,none
9960,64,0.209019477770789,id86237981,left_wrist,3.43712592124939,none
10055,116,0.296973544935053,id86237981,left_wrist,3.43712592124939,none
10170,95,0.221429261464285,id86237981,left_wrist,3.43712592124939,none
10264,114,0.338042383396068,id86237981,left_wrist,3.43712592124939,none
10377,95,0.235103223133935,id86237981,left_wrist,3.43712592124939,none
10472,112,0.298349287593143,id86237981,left_wrist,3.43712592124939,none
10583,95,0.229321053343946,id86237981,left_wrist,3.43712592124939,none
10677,113,0.340711735687249,id86237981,left_wrist,3.43712592124939,none
10789,97,0.259413212301568,id86237981,left_wrist,3.43712592124939,none
10885,112,0.316909329246503,id86237981,left_wrist,3.43712592124939,none
10996,99,0.226677198507248,id86237981,left_wrist,3.43712592124939,none
11094,113,0.283370790490587,id86237981,left_wrist,3.43712592124939,none
11206,95,0.207242348016621,id86237981,left_wrist,3.43712592124939,none
11301,111,0.28037749267187,id86237981,left_wrist,3.43712592124939,none
11411,99,0.257477110527463,id86237981,left_wrist,3.43712592124939,none
11510,104,0.306479392496238,id86237981,left_wrist,3.43712592124939,none
11613,107,0.320966398851218,id86237981,left_wrist,3.43712592124939,none
11719,98,0.227875594656015,id86237981,left_wrist,3.43712592124939,none
11816,106,0.242888763471831,id86237981,left_wrist,3.43712592124939,none
11921,102,0.213527185497076,id86237981,left_wrist,3.43712592124939,none
12022,104,0.233264874532391,id86237981,left_wrist,3.43712592124939,none
12125,101,0.2478518258734,id86237981,left_wrist,3.43712592124939,none
12225,111,0.277812196244876,id86237981,left_wrist,3.43712592124939,none
12335,95,0.223876441404218,id86237981,left_wrist,3.43712592124939,none
12430,112,0.265395436283437,id86237981,left_wrist,3.43712592124939,none
12542,99,0.248484720375231,id86237981,left_wrist,3.43712592124939,none
12640,117,0.284680108642274,id86237981,left_wrist,3.43712592124939,none
12756,95,0.215019408899993,id86237981,left_wrist,3.43712592124939,none
12851,114,0.294588209746299,id86237981,left_wrist,3.43712592124939,none
12964,94,0.209633311997188,id86237981,left_wrist,3.43712592124939,none
13057,113,0.299880624430556,id86237981,left_wrist,3.43712592124939,none
13169,98,0.219586922840858,id86237981,left_wrist,3.43712592124939,none
13266,101,0.261035130892025,id86237981,left_wrist,3.43712592124939,none
13366,112,0.296514768341741,id86237981,left_wrist,3.43712592124939,none
13477,95,0.244018176635456,id86237981,left_wrist,3.43712592124939,none
13572,116,0.288391981360693,id86237981,left_wrist,3.43712592124939,none
13687,95,0.215196899678402,id86237981,left_wrist,3.43712592124939,none
13781,112,0.266543309952497,id86237981,left_wrist,3.43712592124939,none
13892,99,0.21686270658365,id86237981,left_wrist,3.43712592124939,none
13990,107,0.250255966972628,id86237981,left_wrist,3.43712592124939,none
14096,116,0.315655204988615,id86237981,left_wrist,3.43712592124939,none
14211,60,0.212853736436262,id86237981,left_wrist,3.43712592124939,none
14303,116,0.336385233875138,id86237981,left_wrist,3.43712592124939,none
14418,99,0.258371952593637,id86237981,left_wrist,3.43712592124939,none
14516,103,0.291592060026293,id86237981,left_wrist,3.43712592124939,none
14618,113,0.338869670178361,id86237981,left_wrist,3.43712592124939,none
14730,97,0.250246867033435,id86237981,left_wrist,3.43712592124939,none
14826,114,0.323077643728755,id86237981,left_wrist,3.43712592124939,none
14939,98,0.256288176464266,id86237981,left_wrist,3.43712592124939,none
15036,114,0.354550678351606,id86237981,left_wrist,3.43712592124939,none
15149,97,0.27543126224907,id86237981,left_wrist,3.43712592124939,none
15245,114,0.368470855681092,id86237981,left_wrist,3.43712592124939,none
15358,97,0.247896154647469,id86237981,left_wrist,3.43712592124939,none
15454,106,0.279035063964998,id86237981,left_wrist,3.43712592124939,none
15559,113,0.3234818400095,id86237981,left_wrist,3.43712592124939,none
15671,95,0.247315045048522,id86237981,left_wrist,3.43712592124939,none
15766,113,0.317477531888042,id86237981,left_wrist,3.43712592124939,none
15878,103,0.27020259744533,id86237981,left_wrist,3.43712592124939,none
15980,97,0.239764864766529,id86237981,left_wrist,3.43712592124939,none
16076,112,0.333904475041616,id86237981,left_wrist,3.43712592124939,none
16187,97,0.236234509191886,id86237981,left_wrist,3.43712592124939,none
16283,116,0.32228097095124,id86237981,left_wrist,3.43712592124939,none
16398,95,0.240301302756257,id86237981,left_wrist,3.43712592124939,none
16492,116,0.335454744027476,id86237981,left_wrist,3.43712592124939,none
16607,94,0.229242977460851,id86237981,left_wrist,3.43712592124939,none
16700,117,0.340329914908539,id86237981,left_wrist,3.43712592124939,none
16816,95,0.258613574970537,id86237981,left_wrist,3.43712592124939,none
16911,114,0.341168434969425,id86237981,left_wrist,3.43712592124939,none
17024,95,0.231789281846351,id86237981,left_wrist,3.43712592124939,none
17119,114,0.32321617764953,id86237981,left_wrist,3.43712592124939,none
17232,101,0.282261230335661,id86237981,left_wrist,3.43712592124939,none
17332,106,0.332422747227741,id86237981,left_wrist,3.43712592124939,none
17437,114,0.371930518487774,id86237981,left_wrist,3.43712592124939,none
17550,104,0.309799908926668,id86237981,left_wrist,3.43712592124939,none
17653,102,0.287581229804629,id86237981,left_wrist,3.43712592124939,none
17754,111,0.328883620779547,id86237981,left_wrist,3.43712592124939,none
17864,64,0.223973634724407,id86237981,left_wrist,3.43712592124939,none
17963,103,0.300539175477588,id86237981,left_wrist,3.43712592124939,none
18065,114,0.361436030597638,id86237981,left_wrist,3.43712592124939,none
18178,97,0.252020830092731,id86237981,left_wrist,3.43712592124939,none
18274,114,0.317070749629855,id86237981,left_wrist,3.43712592124939,none
18387,98,0.270488779139182,id86237981,left_wrist,3.43712592124939,none
18484,114,0.325066381916279,id86237981,left_wrist,3.43712592124939,none
18597,95,0.262383212433445,id86237981,left_wrist,3.43712592124939,none
18692,114,0.345944772342189,id86237981,left_wrist,3.43712592124939,none
18805,99,0.241379513730111,id86237981,left_wrist,3.43712592124939,none
18904,114,0.336160067833105,id86237981,left_wrist,3.43712592124939,none
19017,95,0.219153877702928,id86237981,left_wrist,3.43712592124939,none
19111,114,0.359963935991705,id86237981,left_wrist,3.43712592124939,none
19224,98,0.260672024696638,id86237981,left_wrist,3.43712592124939,none
19321,114,0.318575353661438,id86237981,left_wrist,3.43712592124939,none
19434,98,0.281024117563699,id86237981,left_wrist,3.43712592124939,none
19531,113,0.350334953311221,id86237981,left_wrist,3.43712592124939,none
19643,98,0.255261571687048,id86237981,left_wrist,3.43712592124939,none
19740,112,0.352890466704986,id86237981,left_wrist,3.43712592124939,none
19851,103,0.320256619042438,id86237981,left_wrist,3.43712592124939,none
19953,109,0.385019231388754,id86237981,left_wrist,3.43712592124939,none
20061,98,0.321585459717079,id86237981,left_wrist,3.43712592124939,none
20158,117,0.401824973650811,id86237981,left_wrist,3.43712592124939,none
20274,116,0.368903436958514,id86237981,left_wrist,3.43712592124939,none
20389,108,0.299486317220133,id86237981,left_wrist,3.43712592124939,none
20496,51,0.123369980530921,id86237981,left_wrist,3.43712592124939,none
20546,97,0.378576389994331,id86237981,left_wrist,3.43712592124939,none
27,116,0.264663060428953,id86237981,left_hip,3.72351789474487,maxima
142,109,0.30678402764587,id86237981,left_hip,3.72351789474487,maxima
