tau_i,T_i,sim_i,subj_id,loc_id,exec_t
17966,107,0.374549592668835,id86237981,left_hip,1.21322298049927
18072,105,0.39250748511849,id86237981,left_hip,1.21322298049927
18176,107,0.396266405168196,id86237981,left_hip,1.21322298049927
18282,105,0.364576896917061,id86237981,left_hip,1.21322298049927
18386,106,0.382812886529187,id86237981,left_hip,1.21322298049927
18491,106,0.389487154800633,id86237981,left_hip,1.21322298049927
18596,105,0.355263252927055,id86237981,left_hip,1.21322298049927
18700,105,0.386982677953839,id86237981,left_hip,1.21322298049927
18804,106,0.400399120369507,id86237981,left_hip,1.21322298049927
18909,105,0.375910304457258,id86237981,left_hip,1.21322298049927
19013,106,0.380957536441457,id86237981,left_hip,1.21322298049927
19118,106,0.389087448727332,id86237981,left_hip,1.21322298049927
19223,105,0.374903136203233,id86237981,left_hip,1.21322298049927
19327,107,0.387132961990933,id86237981,left_hip,1.21322298049927
19433,106,0.407241163927695,id86237981,left_hip,1.21322298049927
19538,106,0.412002291877708,id86237981,left_hip,1.21322298049927
19643,104,0.361054251865691,id86237981,left_hip,1.21322298049927
19746,106,0.371597248159738,id86237981,left_hip,1.21322298049927
19851,105,0.353174185394746,id86237981,left_hip,1.21322298049927
19955,107,0.366516587230409,id86237981,left_hip,1.21322298049927
20061,106,0.345443637492931,id86237981,left_hip,1.21322298049927
20166,106,0.364046479102323,id86237981,left_hip,1.21322298049927
20271,109,0.328895995237021,id86237981,left_hip,1.21322298049927
20379,108,0.312806963444019,id86237981,left_hip,1.21322298049927
20486,109,0.330100232785465,id86237981,left_hip,1.21322298049927
20594,50,0.152427589713115,id86237981,left_hip,1.21322298049927
35,108,0.700217224184968,id86237981,left_ankle,1.16198801994324
142,110,0.725654254729327,id86237981,left_ankle,1.16198801994324
251,111,0.799657401187823,id86237981,left_ankle,1.16198801994324
361,105,0.769758477902164,id86237981,left_ankle,1.16198801994324
465,104,0.709435115459604,id86237981,left_ankle,1.16198801994324
568,107,0.810280936103583,id86237981,left_ankle,1.16198801994324
674,106,0.765664339338594,id86237981,left_ankle,1.16198801994324
779,107,0.801907690944514,id86237981,left_ankle,1.16198801994324
885,106,0.742617097998622,id86237981,left_ankle,1.16198801994324
990,107,0.783104679632568,id86237981,left_ankle,1.16198801994324
1096,106,0.755549276565506,id86237981,left_ankle,1.16198801994324
1201,105,0.693614314160254,id86237981,left_ankle,1.16198801994324
1305,107,0.797911546691444,id86237981,left_ankle,1.16198801994324
1411,105,0.719592567822198,id86237981,left_ankle,1.16198801994324
1515,104,0.792159954539437,id86237981,left_ankle,1.16198801994324
1618,106,0.720103423585023,id86237981,left_ankle,1.16198801994324
1723,108,0.780925258791906,id86237981,left_ankle,1.16198801994324
1830,103,0.66672730370217,id86237981,left_ankle,1.16198801994324
1932,108,0.757649470027557,id86237981,left_ankle,1.16198801994324
2039,107,0.704908006505607,id86237981,left_ankle,1.16198801994324
2145,103,0.761509690242943,id86237981,left_ankle,1.16198801994324
2247,108,0.752998932075063,id86237981,left_ankle,1.16198801994324
